Year,State Coverage,Region,Commodity,Quantity,Data Description,Total Value
2011,Pennsylvania,Northeast,"Aggregates, construction",12800000.0,Construction sand and gravel,115000000.0
2011,Rhode Island,Northeast,"Aggregates, construction",2010000.0,Construction sand and gravel,26000000.0
2011,South Carolina,South,"Aggregates, construction",7070000.0,Construction sand and gravel,31400000.0
2011,South Dakota,Midwest,"Aggregates, construction",12700000.0,Construction sand and gravel,47800000.0
2011,Tennessee,South,"Aggregates, construction",6100000.0,Construction sand and gravel,45600000.0
2011,Texas,South,"Aggregates, construction",76800000.0,Construction sand and gravel,587000000.0
2011,Utah,West,"Aggregates, construction",25000000.0,Construction sand and gravel,148000000.0
2011,Vermont,Northeast,"Aggregates, construction",5130000.0,Construction sand and gravel,34200000.0
2011,Virginia,South,"Aggregates, construction",6410000.0,Construction sand and gravel,73300000.0
2011,Washington,West,"Aggregates, construction",29600000.0,Construction sand and gravel,211000000.0
2011,West Virginia,South,"Aggregates, construction",534000.0,Construction sand and gravel,4460000.0
2011,Wisconsin,Midwest,"Aggregates, construction",27900000.0,Construction sand and gravel,147000000.0
2011,Wyoming,West,"Aggregates, construction",12800000.0,Construction sand and gravel,89400000.0
2010,Alabama,South,"Aggregates, construction",10400000.0,Construction sand and gravel,56200000.0
2010,Alaska,West,"Aggregates, construction",6590000.0,Construction sand and gravel,52900000.0
2010,Arizona,West,"Aggregates, construction",35700000.0,Construction sand and gravel,296000000.0
2010,Arkansas,South,"Aggregates, construction",9030000.0,Construction sand and gravel,76800000.0
2010,California,West,"Aggregates, construction",73900000.0,Construction sand and gravel,809000000.0
2010,Colorado,West,"Aggregates, construction",28200000.0,Construction sand and gravel,207000000.0
2010,Connecticut,Northeast,"Aggregates, construction",5910000.0,Construction sand and gravel,55300000.0
2010,Delaware,South,"Aggregates, construction",1620000.0,Construction sand and gravel,12300000.0
2010,Florida,South,"Aggregates, construction",13300000.0,Construction sand and gravel,105000000.0
2010,Georgia,South,"Aggregates, construction",5120000.0,Construction sand and gravel,28400000.0
2010,Hawaii,West,"Aggregates, construction",1020000.0,Construction sand and gravel,15500000.0
2010,Idaho,West,"Aggregates, construction",11700000.0,Construction sand and gravel,73700000.0
2010,Illinois,Midwest,"Aggregates, construction",19600000.0,Construction sand and gravel,129000000.0
2010,Indiana,Midwest,"Aggregates, construction",18300000.0,Construction sand and gravel,113000000.0
2010,Iowa,Midwest,"Aggregates, construction",13800000.0,Construction sand and gravel,84900000.0
2010,Kansas,Midwest,"Aggregates, construction",9970000.0,Construction sand and gravel,52000000.0
2010,Kentucky,South,"Aggregates, construction",5800000.0,Construction sand and gravel,30300000.0
2010,Louisiana,South,"Aggregates, construction",21400000.0,Construction sand and gravel,197000000.0
2010,Maine,Northeast,"Aggregates, construction",7660000.0,Construction sand and gravel,44100000.0
2010,Maryland,South,"Aggregates, construction",8120000.0,Construction sand and gravel,82700000.0
2010,Massachusetts,Northeast,"Aggregates, construction",9710000.0,Construction sand and gravel,91400000.0
2010,Michigan,Midwest,"Aggregates, construction",33300000.0,Construction sand and gravel,190000000.0
2010,Minnesota,Midwest,"Aggregates, construction",32700000.0,Construction sand and gravel,160000000.0
2010,Mississippi,South,"Aggregates, construction",12000000.0,Construction sand and gravel,93800000.0
2010,Missouri,Midwest,"Aggregates, construction",11900000.0,Construction sand and gravel,74200000.0
2010,Montana,West,"Aggregates, construction",10100000.0,Construction sand and gravel,81800000.0
2010,Nebraska,Midwest,"Aggregates, construction",12600000.0,Construction sand and gravel,80000000.0
2010,Nevada,West,"Aggregates, construction",14500000.0,Construction sand and gravel,83100000.0
2010,New Hampshire,Northeast,"Aggregates, construction",6620000.0,Construction sand and gravel,55600000.0
2010,New Jersey,Northeast,"Aggregates, construction",10000000.0,Construction sand and gravel,105000000.0
2010,New Mexico,West,"Aggregates, construction",11400000.0,Construction sand and gravel,83400000.0
2010,New York,Northeast,"Aggregates, construction",30800000.0,Construction sand and gravel,249000000.0
2010,North Carolina,South,"Aggregates, construction",8240000.0,Construction sand and gravel,46400000.0
2010,North Dakota,Midwest,"Aggregates, construction",17000000.0,Construction sand and gravel,66500000.0
2010,Ohio,Midwest,"Aggregates, construction",29900000.0,Construction sand and gravel,231000000.0
2010,Oklahoma,South,"Aggregates, construction",10800000.0,Construction sand and gravel,65900000.0
2010,Oregon,West,"Aggregates, construction",11300000.0,Construction sand and gravel,92700000.0
2010,Pennsylvania,Northeast,"Aggregates, construction",13500000.0,Construction sand and gravel,119000000.0
2010,Rhode Island,Northeast,"Aggregates, construction",1510000.0,Construction sand and gravel,17800000.0
2010,South Carolina,South,"Aggregates, construction",7100000.0,Construction sand and gravel,30200000.0
2010,South Dakota,Midwest,"Aggregates, construction",11600000.0,Construction sand and gravel,48600000.0
2010,Tennessee,South,"Aggregates, construction",5900000.0,Construction sand and gravel,47000000.0
2010,Texas,South,"Aggregates, construction",70200000.0,Construction sand and gravel,546000000.0
2010,Utah,West,"Aggregates, construction",26800000.0,Construction sand and gravel,155000000.0
2010,Vermont,Northeast,"Aggregates, construction",4820000.0,Construction sand and gravel,35600000.0
2010,Virginia,South,"Aggregates, construction",7800000.0,Construction sand and gravel,89400000.0
2010,Washington,West,"Aggregates, construction",27800000.0,Construction sand and gravel,192000000.0
2010,West Virginia,South,"Aggregates, construction",448000.0,Construction sand and gravel,3740000.0
2010,Wisconsin,Midwest,"Aggregates, construction",26300000.0,Construction sand and gravel,134000000.0
2010,Wyoming,West,"Aggregates, construction",13800000.0,Construction sand and gravel,68100000.0
