Facility Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Cement Production
1002308,CEMEX Construction Materials Pacific LLC,Apple Valley,CA,92308,25220 Black Mountain Quarry Road,SAN BERNARDINO,34.6222,-117.1001,"1,535,595.16"
1007663,"CEMEX Construction Materials South, LLC",NEW BRAUNFELS,TX,78132,2580 WALD ROAD,COMAL COUNTY,29.672028,-98.175083,"1,192,671.79"
1004758,CEMEX MIAMI,MIAMI,FL,33182,1200 NW 137TH AVE,MIAMI-DADE,25.786463,-80.421113,"433,623.10"
1005331,CEMEX SOUTHEAST LLC,CLINCHFIELD,GA,31013,2720 HIGHWAY 341 SOUTH,HOUSTON,32.4152,-83.6333,"303,519.49"
1008033,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",DEMOPOLIS,AL,36732,1617 ARCOLA ROAD,MARENGO,32.5127,-87.815631,"313,966.90"
1005987,CONTINENTAL CEMENT COMPANY LLC,HANNIBAL,MO,63401,10107 HWY 79 SOUTH,MARION,39.67913,-91.31424,"576,654.39"
1006401,CalPortland Company Colton Plant,Colton,CA,92324,695 S Rancho Avenue,SAN BERNARDINO,34.0595,-117.3432,293.30
1006842,CalPortland Company Mojave Plant,Mojave,CA,93501,9350 Oak Creek Road,KERN,35.029298,-118.316236,"613,244.90"
1007927,CalPortland Company Oro Grande Plant,Oro Grande,CA,92368,19409 National Trails Highway,SAN BERNARDINO,34.6045,-117.3382,"417,993.20"
1006669,CalPortland Company Rillito Plant,Rillito,AZ,85654,11115 North Casa Grande Highway,PIMA,32.41056,-111.151632,"358,935.20"
1004385,Central Plains Cement Company LLC,Sugar Creek,MO,64050,2200 N. Courtney Road,JACKSON,39.144325,-94.416723,"359,259.00"
1003594,DRAGON CEMENT,THOMASTON,ME,4861,107 NEW COUNTY RD,KNOX,44.08401,-69.157238,"278,744.80"
1006077,Davenport Plant,BUFFALO,IA,52728,301 E FRONT ST,SCOTT,41.45906,-90.695252,"420,016.00"
1007216,"EAGLE MATERIALS, INC.",TULSA,OK,74116,2609 N. 145TH E. AVE.,TULSA,36.1941,-95.8117,"165,487.00"
1001835,ESSROC CEMENT PLANTS I &III/NAZARETH,NAZARETH,PA,18064,3938 EASTON NAZARETH HIGHWAY,NORTHAMPTON,40.72966,-75.30078,"882,209.26"
1006136,ESSROC MATERIALS INC,LOGANSPORT,IN,46947,3084 W 225 S,CASS,40.734521,-86.433441,"463,846.37"
1002517,ESSROC MATERIALS INC,SPEED,IN,47172,301 US 31,CLARK,38.415722,-85.749361,"1,096,857.60"
1006164,Essroc San Juan,Dorado,PR,646,"Road PR-2, Km 26.7",SAN JUAN,18.466224,-66.105724,"139,376.00"
1006212,Fairborn Cement Company LLC,XENIA,OH,45385,3250 LINEBAUGH ROAD,GREENE,39.7779,-83.9661,"232,253.00"
1004539,GCC DACOTAH,RAPID CITY,SD,57702,501 NORTH SAINT ONGE STREET,PENNINGTON,44.0896,-103.271663,"312,913.00"
1006363,"GCC Permian, LLC",ODESSA,TX,79766,16501 WEST MURPHY STREET,ECTOR,31.745833,-102.546661,"256,280.80"
1003067,GCC RIO GRANDE INC,PUEBLO,CO,81004,3372 LIME ROAD,PUEBLO,38.1507,-104.62595,"289,908.00"
1009018,"GCC RIO GRANDE, INC. TIJERAS PLANT",TIJERAS,NM,87059,11783 STATE HIGHWAY 14 S,BERNALILLO,35.071319,-106.392283,"135,501.70"
1003770,GIANT CEMENT COMPANY,HARLEYVILLE,SC,29448,654 JUDGE STREET,DORCHESTER,33.242778,-80.442222,"258,482.40"
1002431,HANSON PERMANENTE CEMENT,CUPERTINO,CA,95014,24001 STEVENS CREEK BLVD.,SANTA CLARA,37.320078,-122.091012,"403,295.50"
1006450,HERCULES CEMENT STOCKERTOWN PLT QUARRY,STOCKERTOWN,PA,18083,501 CENTER ST.,NORTHAMPTON,40.75037,-75.27114,"575,484.90"
1007563,HOLCIM (US) INC STE GENEVIEVE PLANT,BLOOMSDALE,MO,63627,2942 US HWY 61,SAINTE GENEVIEVE,38.109942,-90.257947,"2,134,622.51"
1006815,HOLCIM (US) INC.,HOLLY HILL,SC,29059,2173 Gardner Boulevard,ORANGEBURG,33.27738,-80.430135,"518,760.00"
1004131,HOLCIM (US) INC. DEVIL\S SLIDE PLANT,MORGAN,UT,84050,6055 EAST CROYDON ROAD,MORGAN,41.0633,-111.5317,"253,116.00"
1002204,HOLCIM INCORPORATED,ADA,OK,74820,14500 CR 1550,PONTOTOC,34.76754,-96.69652,"249,891.80"
1002055,HOLCIM TEXAS LIMITED PARTNERSHIP,MIDLOTHIAN,TX,76065,1800 DOVE LN.,ELLIS,32.512975,-96.971099,"418,430.60"
1004810,Holcim (US) Inc,Theodore,AL,36582,3051 Hamilton Boulevard,MOBILE,30.5349,-88.1121,"446,502.00"
1003008,Holcim (US) Inc. - Portland Plant,Florence,CO,81226,3500 Highway 120,FREMONT COUNTY,38.386936,-105.039244,"426,499.00"
1004078,"Holcim (US), Inc.",Hagerstown,MD,21742,1260 Security Rd,WASHINGTON,39.6524,-77.6805,"188,901.00"
1000307,Holcim US Inc,CATSKILL,NY,12414,6446 ROUTE 9 WEST,Greene,42.1631,-73.9003,"160,108.00"
1006738,ILLINOIS CEMENT CO,LASALLE,IL,61301,1601 ROCKWELL ROAD,LA SALLE,41.329483,-89.081612,"329,268.00"
1005622,KEYSTONE CEMENT COMPANY,BATH,PA,18014,6507 Nor-Bath Blvd,NORTHAMPTON COUNTY,40.715359,-75.400859,"197,808.40"
1007997,KOSMOS CEMENT CO,LOUISVILLE,KY,40272,15301 DIXIE HIGHWAY,JEFFERSON,38.034696,-85.90601,"838,885.17"
1005360,LAFARGE BUILDING MATERIALS INC,RAVENA,NY,12143,1916 ROUTE 9 WEST,ALBANY,42.49756,-73.813652,"544,401.00"
1005874,LAFARGE MIDWEST INC,ALPENA,MI,49707,1435 FORD AVENUE,ALPENA,45.072443,-83.404362,"1,044,465.00"
1000243,LAFARGE MIDWEST INC JOPPA PLANT,GRAND CHAIN,IL,62941,2500 PORTLAND RD,PULASKI,37.216953,-88.881162,"452,115.00"
1007766,LAFARGE NA (INCLUDING SYSTECH ENV CORP),PAULDING,OH,45879,11435 COUNTY ROAD 176,PAULDING,41.1809,-84.6048,"138,829.00"
1005639,LAFARGE NA WHITEHALL PLANT,WHITEHALL,PA,18052,5160 MAIN ST.,LEHIGH,40.687646,-75.506305,"195,613.00"
1005946,LAFARGE NORTH AMERICA INC SEATTLE,SEATTLE,WA,98106,5400 WEST MARGINAL WAY SOUTHWEST,KING,47.55358,-122.34442,"100,947.00"
1000198,LEHIGH CEMENT CO LLC,YORK,PA,17404,200 HOKES MILL ROAD,YORK,39.94778,-76.76918,"98,701.55"
1006234,LEHIGH CEMENT CO LLC,LEEDS,AL,35094,8401 SECOND AVENUE,JEFFERSON,33.5401,-86.5435,"535,390.49"
1005352,LEHIGH CEMENT CO LLC,MASON CITY,IA,50401,700 25TH STREET NORTHWEST,CERRO GORDO,43.1731,-93.2058,"309,218.49"
1002049,LEHIGH CEMENT CO LLC / WACO PLANT,WOODWAY,TX,76712,100 S WICKSON RD,MCLENNAN,31.481987,-97.240773,"123,466.28"
1003891,LEHIGH CEMENT COMPANY LLC,MITCHELL,IN,47446,180 N. Meridian Road,LAWRENCE,38.739074,-86.45703,"314,373.70"
1002787,LEHIGH CEMENT COMPANY LLC,UNION BRIDGE,MD,21791,675 QUAKER HILL ROAD,CARROLL,39.560284,-77.171425,"1,271,749.24"
1005742,LEHIGH CEMENT/EVANSVILLE CEMENT PLT & QUARRY,FLEETWOOD,PA,19522,537 EVANSVILLE RD,BERKS,40.472471,-75.895245,"517,696.60"
1002566,LEHIGH SOUTHWEST CEMENT CO,TEHACHAPI,CA,93561,13573 TEHACHAPI BLVD.,KERN,35.12279,-118.369304,"410,191.50"
1004612,LEHIGH SOUTHWEST CEMENT CO.,REDDING,CA,96003,15390 WONDERLAND BOULEVARD,SHASTA,40.7369,-122.3223,"115,995.00"
1004289,LONE STAR IND INC DBA BUZZI UNICEM USA PRYOR CEMENT PLANT,PRYOR,OK,74361,2430 S. 437  ,MAYES,36.271838,-95.222539,"156,853.10"
1006112,LONE STAR INDUSTRIES,CAPE GIRARDEAU,MO,63701,2524 SOUTH SPRIGG STREET,CAPE GIRARDEAU,37.2676,-89.5385,"782,065.32"
1005302,LONE STAR INDUSTRIES INC,GREENCASTLE,IN,46135,3301 SOUTH COUNTY ROAD 150 W,PUTNAM,39.6111,-86.8791,"961,442.00"
1005720,"Lafarge North America, Inc.",Fredonia,KS,66736,1400 South Cement Road,WILSON,37.51586,-95.82438,"147,309.00"
1000290,Lehigh Northeast Cement Company,GLENS FALLS,NY,12801,313 WARREN STREET,Warren,43.3064,-73.6208,"321,991.89"
1006110,"Lone Star Industries, Inc. /dba/ BUZZI UNICEM USA",MARYNEAL,TX,79535,202 County Road 306,NOLAN,32.25,-100.458333,"171,400.90"
1001701,MONARCH CEMENT COMPANY (THE),HUMBOLDT,KS,66748,449 1200th Street,ALLEN,37.797162,-95.431386,"624,402.68"
1005978,MOUNTAIN CEMENT CO,LARAMIE,WY,82070,5 SAND CREEK ROAD,ALBANY COUNTY,41.26109,-105.60319,"500,890.40"
1005662,Mitsubishi Cement Corp Cushenbury Cement Plant,Lucerne Valley,CA,92356,5808 State Highway 18,SAN BERNARDINO,34.437557,-116.891034,"545,130.00"
1006642,NATIONAL CEMENT CO OF CALIFORNIA INC,Lebec,CA,93243,,KERN,34.819863,-118.748732,"365,151.12"
1007985,NATIONAL CEMENT COMPANY INC.,RAGLAND,AL,35131,80 NATIONAL CEMENT DR.,SAINT CLAIR,33.733584,-86.155217,"278,380.00"
1004174,NEVADA CEMENT COMPANY,FERNLEY,NV,89408,,LYON,39.62,-119.2628,"220,412.30"
1003643,PHOENIX CEMENT COMPANY\S CLARKDALE FACILITY,CLARKDALE,AZ,86324,601 NORTH CEMENT PLANT ROAD,YAVAPAI COUNTY,34.77626,-112.08018,"172,387.00"
1003002,RIVER CEMENT COMPANY DBA BUZZI UNICEM USA,FESTUS,MO,63028,1000 RIVER CEMENT ROAD,JEFFERSON,38.1804,-90.3366,"779,820.34"
1000633,ROANOKE CEMENT CO - CLOVERDALE,TROUTVILLE,VA,24175,6071 CATAWBA ROAD,BOTETOURT,37.4604,-79.9948,"562,579.80"
1000247,SIGNAL MOUNTAIN CEMENT CO,CHATTANOOGA,TN,37405,1201 SUCK CREEK ROAD,HAMILTON,35.101197,-85.345342,"245,593.00"
1004899,ST MARYS CEMENT INC-DIXON PLANT,DIXON,IL,61021,1914 WHITE OAK LN.,LEE,41.861,-89.4548,0.00
1000533,SUWANNEE AMERICAN CEMENT,BRANFORD,FL,32008,5117  US HIGHWAY 27,SUWANNEE,29.9616,-82.8497,"218,760.80"
1005629,St Marys Cement INC,CHARLEVOIX,MI,49720,16000  BELLS BAY RD,CHARLEVOIX,45.316951,-85.299349,"578,732.50"
1007052,TARMAC PENNSUCO COMPLEX,MEDLEY,FL,33178,11000 NORTHWEST 121 WAY,MIAMI-DADE,25.873889,-80.372222,"577,041.41"
1002102,TEXAS LEHIGH CEMENT COMPANY LP,BUDA,TX,78610,1000 JACK C HAYS TRL,HAYS,30.0536,-97.8572,"794,805.38"
1007621,TXI Hunter Cement Plant,New Braunfels,TX,78132,7781 FM 1102,COMAL COUNTY,29.79992,-98.03647,"605,081.56"
1007792,TXI OPERATIONS,MIDLOTHIAN,TX,76065,245 WARD ROAD,ELLIS,32.462679,-97.025572,"979,743.70"
1006185,Trident,THREE FORKS,MT,59752,4070 TRIDENT ROAD,GALLATIN,45.944769,-111.477076,"124,931.00"
