Mine ID,Mine Name,Commodity,Mine Status,Status Date,Type of Mine
2600464,Nipton Pit,Construction Sand and Gravel,Abandoned,9/10/2004,Surface
2600488,Airport Pit,Construction Sand and Gravel,Abandoned,6/2/1981,Surface
2600492,VEGAS VALLEY PLANT,Construction Sand and Gravel,Abandoned,4/19/1999,Surface
2600687,Portable Plant #1,Construction Sand and Gravel,Abandoned,10/1/2019,Surface
2600703,M K Pit & Mill,Construction Sand and Gravel,Abandoned,4/16/1991,Surface
2600722,Arrow Ready Mix Pit And Mill,Construction Sand and Gravel,Abandoned,8/15/1984,Surface
2600724,VALLEY ROCK PIT,Construction Sand and Gravel,Abandoned,4/12/1999,Surface
2600733,Mccarren Pit,Construction Sand and Gravel,Abandoned,6/4/1979,Surface
2600766,State Highway District No 1,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600768,State Highway District No3,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600771,State Highway District No 6,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600774,State Highway District No 2,Construction Sand and Gravel,Abandoned,12/3/1979,Surface
2600776,State Highway District No 5,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600779,State Highway District No 4,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600789,CEMEX - Paiute Pit,Construction Sand and Gravel,Abandoned,9/15/2024,Surface
2600796,Clear Creek State Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600803,Spanish Springs Quarry,Construction Sand and Gravel,Active,11/13/2013,Surface
2600804,MCCARREN PIT,Construction Sand and Gravel,Abandoned,8/8/1997,Surface
2600805,Spanish Spring Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600813,Isbel Pit,Construction Sand and Gravel,Abandoned,11/16/1983,Surface
2600818,South Peeks Pit,Construction Sand and Gravel,Abandoned,6/20/1988,Surface
2600820,Reno-Stead Airport Pit,Construction Sand and Gravel,Abandoned,8/10/1978,Surface
2600832,Elko City Pit,Construction Sand and Gravel,Abandoned,11/25/1980,Surface
2600838,Canica Impact Crusher S/N105130-94,Construction Sand and Gravel,Abandoned,12/31/2009,Surface
2600862,Lakeview Pit,Construction Sand and Gravel,Abandoned,8/23/1979,Surface
2600866,CHARLIE BROWN PIT & MILL,Construction Sand and Gravel,Abandoned,3/23/2009,Surface
2600913,Overton Pit & Mill,Construction Sand and Gravel,Abandoned,9/11/1979,Surface
2600927,BLT Ready Mix & Aggregates,Construction Sand and Gravel,Abandoned,9/9/2005,Surface
2600940,T C I D Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2600950,City Of Ely Pit,Construction Sand and Gravel,Abandoned,9/14/1979,Surface
2600952,Ely Wash Plant ,Construction Sand and Gravel,Abandoned,11/25/2024,Surface
2600999,Stewart Bros Pit And Mill,Construction Sand and Gravel,Abandoned,8/22/1978,Surface
2601000,Leavitt Sand Pit,Construction Sand and Gravel,Abandoned,7/5/1978,Surface
2601002,"CEDARAPIDS JAW CRUSHER,S/N5052",Construction Sand and Gravel,Abandoned,8/11/2003,Surface
2601003,Henderson Pit,Construction Sand and Gravel,Abandoned,3/6/1986,Surface
2601004,Pahrump Community Pit And Mill,Construction Sand and Gravel,Active,7/23/2025,Surface
2601010,Genoa Pit,Construction Sand and Gravel,Abandoned,4/18/1984,Surface
2601013,Eagle Valley Genoa Pit,Construction Sand and Gravel,Abandoned,4/18/1984,Surface
2601045,Cedar Rapids Cone,Construction Sand and Gravel,Intermittent,4/30/2015,Surface
2601048,Bootleg Pit And Mill,Construction Sand and Gravel,Abandoned,9/11/1979,Surface
2601057,Clear Creek Community Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601066,Calvada Pit And Mill,Construction Sand and Gravel,Abandoned,12/12/1978,Surface
2601109,Mc Kinley Pit,Construction Sand and Gravel,Abandoned,1/8/1981,Surface
2601118,"EL JAY CONE CRUSHER, S/N 65",Construction Sand and Gravel,Abandoned,10/15/2004,Surface
2601208,Voltaire Canyon Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601214,West 7th Street Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601215,Jumbo Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601216,Mt Rose Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601217,Panther Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601218,Sun Valley Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601219,Dresserville Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601232,Portable Plant,Construction Sand and Gravel,Abandoned,4/10/1991,Surface
2601255,Pine Nut C-A Pit,Construction Sand and Gravel,Abandoned,5/21/1982,Surface
2601273,Lemmon Valley Portable Plant,Construction Sand and Gravel,Abandoned,8/22/2003,Surface
2601305,Spring Mountain Pit And Mill,Construction Sand and Gravel,Abandoned,3/5/1980,Surface
2601323,Tonopah Sand And Gravel Pit,Construction Sand and Gravel,Abandoned,9/14/1979,Surface
2601334,POWER SCREEN,Construction Sand and Gravel,Abandoned,11/5/2001,Surface
2601363,Washoe Rock Products Pit,Construction Sand and Gravel,Abandoned,11/26/1986,Surface
2601382,Truckee River Pit,Construction Sand and Gravel,Abandoned,7/27/1978,Surface
2601384,Mustang Pit,Construction Sand and Gravel,Abandoned,3/23/1981,Surface
2601387,Short Ranch Pit,Construction Sand and Gravel,Abandoned,5/7/1979,Surface
2601441,West Coast Silica Pit And Mill,Construction Sand and Gravel,Abandoned,6/30/1980,Surface
2601442,Hyer Pit,Construction Sand and Gravel,Abandoned,9/11/1979,Surface
2601452,Settlemeyer Pit,Construction Sand and Gravel,Abandoned,11/10/1978,Surface
2601454,Hess Sand Pit,Construction Sand and Gravel,Abandoned,5/20/1980,Surface
2601455,Pit No El 28-1,Construction Sand and Gravel,Abandoned,8/7/1978,Surface
2601462,Portable Crusher Lj-264,Construction Sand and Gravel,Abandoned,8/2/1989,Surface
2601465,Jackpot Pit,Construction Sand and Gravel,Abandoned,7/15/1978,Surface
2601466,Fernley Pit,Construction Sand and Gravel,Abandoned,7/27/1978,Surface
2601470,Jackrabbit Pit,Construction Sand and Gravel,Abandoned,8/7/1978,Surface
2601474,"EL JAY CONE CRUSHER,S/N 4260280",Construction Sand and Gravel,Abandoned,2/7/2003,Surface
2601475,Wells City Pit,Construction Sand and Gravel,Abandoned,10/16/1978,Surface
2601477,Palisade Pit,Construction Sand and Gravel,Abandoned,8/30/1978,Surface
2601478,County Pit,Construction Sand and Gravel,Abandoned,12/3/1979,Surface
2601480,Cedar Rapids Crusher s/n 12374,Construction Sand and Gravel,Abandoned,2/27/2014,Surface
2601481,Rock Products,Construction Sand and Gravel,Abandoned,12/2/1979,Surface
2601484,El Jay Cone Crusher S/N 42E0678,Construction Sand and Gravel,Abandoned,2/18/2003,Surface
2601486,Buckhorn Pit,Construction Sand and Gravel,Abandoned,9/20/1979,Surface
2601487,Pole Line Pit & Mill,Construction Sand and Gravel,Active,9/24/2018,Surface
2601488,STEPHANIE,Construction Sand and Gravel,Abandoned,3/5/2001,Surface
2601489,LOCKWOOD PIT,Construction Sand and Gravel,Abandoned,9/27/2000,Surface
2601490,Duckwater Pit,Construction Sand and Gravel,Abandoned,11/26/1980,Surface
2601494,W & S Pit & Mill,Construction Sand and Gravel,Abandoned,10/1/1981,Surface
2601502,Pioche Plant,Construction Sand and Gravel,Abandoned,9/27/1979,Surface
2601506,Wulfenstein Pit ,Construction Sand and Gravel,Active,11/12/2014,Surface
2601507,Gamebird Pit,Construction Sand and Gravel,Intermittent,10/1/2023,Surface
2601508,Bolling Pit,Construction Sand and Gravel,Abandoned,7/1/1982,Surface
2601518,Johnson Pit,Construction Sand and Gravel,Abandoned,4/2/1979,Surface
2601519,Ring Road Pit,Construction Sand and Gravel,Abandoned,5/22/1979,Surface
2601529,Quintero Pit,Construction Sand and Gravel,Abandoned,6/2/1981,Surface
2601530,Battle Mountain Pit,Construction Sand and Gravel,Abandoned,5/21/1984,Surface
2601532,Orovada Pit,Construction Sand and Gravel,Abandoned,6/30/1979,Surface
2601539,Grimes Flat Pit,Construction Sand and Gravel,Abandoned,1/2/1980,Surface
2601540,Currant Creek Project #1745,Construction Sand and Gravel,Abandoned,10/23/1979,Surface
2601542,North Battle Mountain Pit No 2,Construction Sand and Gravel,Abandoned,6/28/1984,Surface
2601545,Humboldt Readymix Plant,Construction Sand and Gravel,Abandoned,5/14/1981,Surface
2601551,Portable Crusher Ft6,Construction Sand and Gravel,Abandoned,2/18/1992,Surface
2601558,PORTABLE CRUSHER #1002,Construction Sand and Gravel,Abandoned,4/22/1999,Surface
2601563,Money Pit Mine,Construction Sand and Gravel,Active,9/27/2011,Surface
2601572,Rancho Pit,Construction Sand and Gravel,Abandoned,9/19/1980,Surface
2601573,Brunswick Canyon Pit,Construction Sand and Gravel,Abandoned,1/11/1980,Surface
2601581,Sloan Pit,Construction Sand and Gravel,Abandoned,2/7/1984,Surface
2601583,Clad Pit,Construction Sand and Gravel,Abandoned,3/13/1980,Surface
2601596,Nellis Highway Pit,Construction Sand and Gravel,Abandoned,9/9/1980,Surface
2601602,Lone Mountain Pit,Construction Sand and Gravel,Active,3/31/2015,Surface
2601618,Lahonton Pit,Construction Sand and Gravel,Abandoned,4/13/1981,Surface
2601622,Star Creek Mine,Construction Sand and Gravel,Abandoned,8/13/1981,Surface
2601625,Lake Mead Pit & Mill,Construction Sand and Gravel,Abandoned,9/20/1982,Surface
2601626,Elburz Pit,Construction Sand and Gravel,Abandoned,7/23/1980,Surface
2601640,L Y 30-1,Construction Sand and Gravel,Abandoned,5/14/1981,Surface
2601652,City Of Elko Pit,Construction Sand and Gravel,Abandoned,9/7/1982,Surface
2601668,Wells Pit,Construction Sand and Gravel,Abandoned,9/7/1982,Surface
2601671,J L Porawski,Construction Sand and Gravel,Abandoned,8/8/1984,Surface
2601705,Fargo Pacific Rock & Sand Mine,Construction Sand and Gravel,Abandoned,7/10/1984,Surface
2601706,White Rock Five Pit & Mill,Construction Sand and Gravel,Abandoned,12/16/1991,Surface
2601734,Holddiggers Pit,Construction Sand and Gravel,Abandoned,4/7/1986,Surface
2601751,Deer Run Site,Construction Sand and Gravel,Abandoned,1/5/1982,Surface
2601815,Techattecup,Construction Sand and Gravel,Abandoned,2/24/1991,Surface
2601818,Pardo Pit,Construction Sand and Gravel,Abandoned,7/22/1991,Surface
2601827,Country River Pit,Construction Sand and Gravel,Abandoned,12/11/1984,Surface
2601831,Saw Mill Plant,Construction Sand and Gravel,Abandoned,11/12/1987,Surface
2601834,SHEPPARD PORTABLE CRUSHER #1,Construction Sand and Gravel,Abandoned,7/1/2002,Surface
2601844,Concrete Prods Co Portable Crush,Construction Sand and Gravel,Abandoned,10/13/1983,Surface
2601845,Amrize Sloan Quarry #1001,Construction Sand and Gravel,Active,10/1/2011,Surface
2601849,Portable Crusher #3108,Construction Sand and Gravel,Abandoned,6/15/1989,Surface
2601853,Desert Mtn Pit & Mill,Construction Sand and Gravel,Abandoned,11/9/1984,Surface
2601856,Getchell Road Pit,Construction Sand and Gravel,Abandoned,8/26/1985,Surface
2601858,Portable Crusher #1002,Construction Sand and Gravel,Abandoned,8/29/2016,Surface
2601862,VEGA-PORTABLE CRUSHER #1,Construction Sand and Gravel,Intermittent,11/26/2024,Surface
2601870,Portable Crusher #3142,Construction Sand and Gravel,Abandoned,4/21/1986,Surface
2601874,West Ann Road Pit,Construction Sand and Gravel,Abandoned,10/29/1990,Surface
2601875,HAZEN PIT,Construction Sand and Gravel,Abandoned,5/15/2002,Surface
2601887,4 1/4 Cone Crusher,Construction Sand and Gravel,Abandoned,4/24/1985,Surface
2601896,Mustang,Construction Sand and Gravel,Abandoned,7/10/1985,Surface
2601910,Laughlin Sand & Gravel Pit,Construction Sand and Gravel,Abandoned,8/13/1987,Surface
2601913,Reno  Rock & Asphalt,Construction Sand and Gravel,Abandoned,12/11/2007,Surface
2601914,Vista Peak Rhyolite,Construction Sand and Gravel,Abandoned,3/25/1987,Surface
2601920,Portable Crusher #1003,Construction Sand and Gravel,Abandoned,3/4/2014,Surface
2601921,Portable #1,Construction Sand and Gravel,Abandoned,4/21/1986,Surface
2601922,Alamo Service,Construction Sand and Gravel,Abandoned,6/5/1986,Surface
2601934,Nevada Portable Plant,Construction Sand and Gravel,Abandoned,4/16/1986,Surface
2601943,Tonopah Sand & Granvel Inc,Construction Sand and Gravel,Abandoned,10/1/2013,Surface
2601958,D G & S Incorporated,Construction Sand and Gravel,Abandoned,9/10/1986,Surface
2601959,De Braga Pit #1,Construction Sand and Gravel,Abandoned,7/20/2009,Surface
2601966,Tonopah Sand & Gravel #2,Construction Sand and Gravel,Abandoned,1/4/1991,Surface
2601970,Tonopah Roving Plant,Construction Sand and Gravel,Abandoned,2/7/1994,Surface
2601971,NYE COUNTY SAND & GRAVEL PORTABL,Construction Sand and Gravel,Abandoned,10/1/2001,Surface
2601972,BOOTLEG CANYON RES.,Construction Sand and Gravel,Abandoned,12/31/2007,Surface
2601973,LOST DUTCHMAN CONSTRUCTION,Construction Sand and Gravel,Abandoned,11/6/1997,Surface
2601975,033 Crusher H K Portable Plant,Construction Sand and Gravel,Abandoned,10/31/1986,Surface
2601976,Jensen Construction Gravel Pit,Construction Sand and Gravel,Abandoned,11/9/1995,Surface
2601980,CRUSHER #1,Construction Sand and Gravel,Abandoned,7/9/2002,Surface
2601981,Overton Pit,Construction Sand and Gravel,Abandoned,12/28/1990,Surface
2601983,Lee Brothers,Construction Sand and Gravel,Abandoned,10/5/1990,Surface
2601986,Two Crows Mine,Construction Sand and Gravel,Abandoned,3/8/1990,Surface
2601988,Simkins Pit,Construction Sand and Gravel,Abandoned,9/28/2009,Surface
2601994,Portable #1,Construction Sand and Gravel,Abandoned,8/31/1990,Surface
2601995,Cedar Rapids #1,Construction Sand and Gravel,Abandoned,7/5/1988,Surface
2601999,Portable Crusher 2300484,Construction Sand and Gravel,Abandoned,9/21/1992,Surface
2602000,Portable Crusher 1004,Construction Sand and Gravel,Abandoned,4/21/2014,Surface
2602007,Brunswick Canyon,Construction Sand and Gravel,Intermittent,10/1/2023,Surface
2602009,LONE MT. PIT,Construction Sand and Gravel,Abandoned,3/31/2003,Surface
2602012,Cedar Rapids-Crusher,Construction Sand and Gravel,Active,9/21/2023,Surface
2602016,Wcc Pit And Crusher,Construction Sand and Gravel,Abandoned,8/9/1990,Surface
2602018,East Pit,Construction Sand and Gravel,Abandoned,3/31/1988,Surface
2602030,Speedway,Construction Sand and Gravel,Abandoned,12/12/2011,Surface
2602032,Desert Mountain Pit,Construction Sand and Gravel,TempIdle,3/1/2021,Surface
2602033,L-5 Portable Crusher,Construction Sand and Gravel,Abandoned,11/7/1988,Surface
2602034,El Jay #742,Construction Sand and Gravel,Abandoned,5/30/1989,Surface
2602038,"AIRWAY, INC",Construction Sand and Gravel,Abandoned,12/31/2003,Surface
2602039,S P Gravel Pit,Construction Sand and Gravel,Abandoned,2/15/1989,Surface
2602040,Cedar Rapids Jaw #712,Construction Sand and Gravel,Abandoned,10/7/1988,Surface
2602041,Trio Impact Crusher #1370,Construction Sand and Gravel,Abandoned,9/17/2013,Surface
2602046,Bella Vista Pit,Construction Sand and Gravel,Abandoned,12/9/2019,Surface
2602052,Sunrise Pit,Construction Sand and Gravel,Abandoned,7/29/1988,Surface
2602055,Jones Pit,Construction Sand and Gravel,Abandoned,7/27/1994,Surface
2602058,Roundmountain Pit,Construction Sand and Gravel,Abandoned,8/8/1988,Surface
2602061,Ron Lewis Pit,Construction Sand and Gravel,Abandoned,11/29/1988,Facility
2602070,Janet'S Sand,Construction Sand and Gravel,Abandoned,6/5/1990,Surface
2602073,Goldstrike Mine,Construction Sand and Gravel,Abandoned,10/24/2003,Surface
2602075,Bobs Construction Sand & Gravel,Construction Sand and Gravel,Abandoned,10/30/1995,Surface
2602082,Sierra Stone Quarry,Construction Sand and Gravel,Intermittent,10/2/2023,Surface
2602088,Blm Pit,Construction Sand and Gravel,Abandoned,11/30/1992,Surface
2602089,Mustang Quarry,Construction Sand and Gravel,Active,3/30/2022,Surface
2602091,Powerscreen 706,Construction Sand and Gravel,Abandoned,4/17/1991,Surface
2602092,Bruce Greer Summerlin Plant,Construction Sand and Gravel,Abandoned,3/1/1989,Surface
2602107,Ndot Deposit #La-17-1,Construction Sand and Gravel,Abandoned,9/8/1989,Surface
2602108,Lakes Sand & Gravel,Construction Sand and Gravel,Abandoned,3/15/1991,Surface
2602111,Laughlin Midby Site,Construction Sand and Gravel,Abandoned,1/7/1991,Surface
2602118,Isom Sand & Gravel,Construction Sand and Gravel,Abandoned,10/5/1992,Surface
2602122,Powerscreen #1,Construction Sand and Gravel,Abandoned,6/14/1991,Surface
2602125,Lake Las Vegas,Construction Sand and Gravel,Abandoned,4/9/1993,Surface
2602129,Canyon Rock,Construction Sand and Gravel,Abandoned,11/9/1994,Surface
2602130,K M I Material Pit,Construction Sand and Gravel,Abandoned,1/28/1992,Surface
2602133,Sunrise East Pit,Construction Sand and Gravel,Abandoned,3/18/1991,Surface
2602135,Sunrise Pit,Construction Sand and Gravel,Abandoned,4/1/1994,Surface
2602137,North Jean Lake Community Pit,Construction Sand and Gravel,Abandoned,6/13/1991,Surface
2602138,Westside Sand and Gravel,Construction Sand and Gravel,Abandoned,7/15/2018,Surface
2602139,Mel Clark Inc.,Construction Sand and Gravel,Intermittent,6/5/2025,Surface
2602142,Lone Mountain Pit,Construction Sand and Gravel,Active,12/31/1989,Surface
2602144,J R Jacks Portable Plant,Construction Sand and Gravel,Abandoned,9/21/1990,Surface
2602145,Portable Plant #1,Construction Sand and Gravel,Abandoned,3/27/1991,Surface
2602146,60th Street Crusher #304,Construction Sand and Gravel,Abandoned,7/24/2015,Surface
2602147,Portable Crusher # 3 Sage Mtn.,Construction Sand and Gravel,Abandoned,8/1/2003,Surface
2602148,Laughlin Ready Mix,Construction Sand and Gravel,Abandoned,6/14/1991,Surface
2602150,Crusher 712,Construction Sand and Gravel,Abandoned,9/21/2005,Surface
2602151,Valley Ready Mix,Construction Sand and Gravel,Abandoned,6/15/1992,Surface
2602153,Jet Concrete,Construction Sand and Gravel,Abandoned,12/30/1993,Surface
2602157,SHEPPARD PORTABLE CRUSHER NO. 3,Construction Sand and Gravel,Abandoned,4/1/2009,Surface
2602158,Lone Mountain Pit,Construction Sand and Gravel,Abandoned,6/9/1993,Surface
2602160,Oasis Pit,Construction Sand and Gravel,Abandoned,5/26/1992,Surface
2602161,F K C Portable,Construction Sand and Gravel,Abandoned,6/14/1991,Surface
2602162,Southwest Rock Products,Construction Sand and Gravel,Abandoned,12/3/1990,Surface
2602163,Elko Pit,Construction Sand and Gravel,Abandoned,10/2/2002,Surface
2602164,Telesmith Jaw Crusher S/N 5314,Construction Sand and Gravel,Intermittent,3/16/2023,Surface
2602165,LONE MOUNTAIN #2,Construction Sand and Gravel,Abandoned,6/1/1999,Surface
2602166,Ddc Pit 1,Construction Sand and Gravel,Abandoned,11/30/1992,Surface
2602169,Blm Lone Mountain Pit,Construction Sand and Gravel,Abandoned,10/10/1992,Surface
2602170,SOUTHWEST PAVING & GRADING,Construction Sand and Gravel,Abandoned,4/30/2002,Surface
2602171,Canyon Sand,Construction Sand and Gravel,Abandoned,3/26/1991,Surface
2602172,Wmk N L V Sand & Gravel,Construction Sand and Gravel,Abandoned,10/20/1993,Surface
2602173,Cmc Of Nevada Incorporated,Construction Sand and Gravel,Abandoned,7/24/1991,Surface
2602174,Rainbow Quarries ,Construction Sand and Gravel,Active,11/2/1994,Surface
2602175,Portable Crusher-Lovelock,Construction Sand and Gravel,Abandoned,3/16/1992,Surface
2602176,Portable #3,Construction Sand and Gravel,Abandoned,9/20/2005,Surface
2602177,Greenway Road,Construction Sand and Gravel,Abandoned,4/8/1991,Surface
2602178,A & A Landscaping,Construction Sand and Gravel,Abandoned,7/8/1991,Surface
2602179,Nlvat Plant (North Las Vegas Air Termina,Construction Sand and Gravel,Abandoned,7/26/1991,Surface
2602180,Port. Crusher 75-113 Cedar Rapid,Construction Sand and Gravel,Abandoned,8/13/2003,Surface
2602181,Pahrump Valley Gravel,Construction Sand and Gravel,Abandoned,10/17/2022,Surface
2602182,Gilbert Portable Crshr/Stm Effluent Rese,Construction Sand and Gravel,Abandoned,9/23/1991,Facility
2602183,Desert Ready Mix,Construction Sand and Gravel,Abandoned,8/26/1992,Surface
2602185,Gravel Pit,Construction Sand and Gravel,Abandoned,10/29/2002,Surface
2602186,Garnet Valley,Construction Sand and Gravel,Abandoned,6/11/1991,Surface
2602189,Sisk Job,Construction Sand and Gravel,Intermittent,7/30/2025,Surface
2602191,Deposit No Cl 83-9,Construction Sand and Gravel,Abandoned,1/27/1992,Surface
2602192,Equipment 711,Construction Sand and Gravel,Abandoned,10/2/1992,Surface
2602195,Portable Screen #1,Construction Sand and Gravel,Abandoned,12/16/1992,Surface
2602196,SCREEN 725,Construction Sand and Gravel,Abandoned,5/29/1997,Surface
2602199,Portable Crusher #1005,Construction Sand and Gravel,Abandoned,9/17/2013,Surface
2602200,Portable Crusher #1006,Construction Sand and Gravel,Abandoned,10/26/2016,Surface
2602201,PORTABLE CRUSHER #1007,Construction Sand and Gravel,Abandoned,9/17/2004,Surface
2602204,Lockwood Quarry,Construction Sand and Gravel,Active,1/13/2014,Surface
2602205,D&H MINING RANCH PIT,Construction Sand and Gravel,Abandoned,3/23/2009,Surface
2602210,Green Rock Resources,Construction Sand and Gravel,Abandoned,9/13/1993,Surface
2602215,"ALL STATE SAND & GRAVEL, INC.",Construction Sand and Gravel,Abandoned,3/5/2001,Surface
2602221,Blm Pit -Hwy 60,Construction Sand and Gravel,Abandoned,6/30/2008,Surface
2602222,The Ranch,Construction Sand and Gravel,Abandoned,3/10/1994,Surface
2602226,Marc Williams Portable,Construction Sand and Gravel,Abandoned,5/26/1993,Surface
2602230,BOULDER CITY DETENTION POND,Construction Sand and Gravel,Abandoned,7/29/1998,Surface
2602240,Rental Crusher R-752,Construction Sand and Gravel,Abandoned,10/26/1994,Surface
2602245,WHIPPLE PIT,Construction Sand and Gravel,Abandoned,11/15/1999,Surface
2602248,PAUL MOORE'S SAND & GRAVEL INC,Construction Sand and Gravel,Abandoned,6/1/2005,Surface
2602251,710,Construction Sand and Gravel,Abandoned,9/30/1996,Surface
2602253,AMERICAN WHOLESALE,Construction Sand and Gravel,Abandoned,7/30/2001,Surface
2602257,Shamrock Pit,Construction Sand and Gravel,Active,6/11/2025,Surface
2602258,Pahrump Portable,Construction Sand and Gravel,Abandoned,5/30/1996,Surface
2602259,SANDSTONE MINE,Construction Sand and Gravel,Abandoned,3/15/2000,Surface
2602260,Portable Plant #1,Construction Sand and Gravel,Abandoned,2/28/1995,Surface
2602262,RENTAL SCREEN/CRUSHER,Construction Sand and Gravel,Abandoned,4/14/2000,Surface
2602264,"BLUE DIAMOND MATERIALS, INC.",Construction Sand and Gravel,Abandoned,12/1/2001,Surface
2602266,W & S Sand Pit,Construction Sand and Gravel,Abandoned,5/1/1995,Surface
2602267,CANYON CREEK CONSTRUCTION,Construction Sand and Gravel,Abandoned,8/22/2000,Surface
2602268,50-053,Construction Sand and Gravel,Abandoned,3/1/1995,Surface
2602270,BMC Eastgate Division,Construction Sand and Gravel,Abandoned,2/25/2003,Surface
2602272,PORTABLE SCREEN #1,Construction Sand and Gravel,Abandoned,11/18/1996,Surface
2602275,Rivers End Sand & Gravel,Construction Sand and Gravel,Abandoned,12/19/1995,Surface
2602277,Portable Plant #2,Construction Sand and Gravel,Abandoned,10/1/2011,Surface
2602278,El Dorado Quarry,Construction Sand and Gravel,Abandoned,10/5/2009,Surface
2602280,Montgomery Pit,Construction Sand and Gravel,Abandoned,10/10/1995,Surface
2602281,State Pit #Mi 10-03,Construction Sand and Gravel,Abandoned,11/30/1995,Surface
2602282,FINLAY PORT. SCREEN,Construction Sand and Gravel,Abandoned,1/19/2000,Surface
2602283,Moapa Quarry,Construction Sand and Gravel,Abandoned,8/28/2008,Surface
2602284,NORTH JEAN LAKE COMMUNITY PIT,Construction Sand and Gravel,Abandoned,3/15/1999,Surface
2602285,"MEADOW VALLEY ROCK & SAND, LCC",Construction Sand and Gravel,Abandoned,5/5/1997,Surface
2602291,LOHONTAN PIT,Construction Sand and Gravel,Abandoned,8/7/2001,Surface
2602294,E X T E C,Construction Sand and Gravel,Abandoned,2/19/2003,Surface
2602296,Ready Mix Inc.- Moapa Crusher,"Sand, Common",Abandoned,4/12/2010,Surface
2602298,P & P,Construction Sand and Gravel,Abandoned,8/6/1997,Surface
2602303,MARLIN SILICA MINE,Construction Sand and Gravel,Abandoned,8/11/1997,Surface
2602304,Dayton Pit,Construction Sand and Gravel,Abandoned,1/1/2002,Surface
2602306,AMES PORTABLE UNIT 26-02306,Construction Sand and Gravel,Intermittent,11/29/2024,Surface
2602309,Extec Turbo 735,Construction Sand and Gravel,Abandoned,5/4/2004,Surface
2602311,KUE-KEN JAW CRUSHER,Construction Sand and Gravel,Abandoned,8/22/2003,Surface
2602312,BARMAC IMPORT CRUSHER,Construction Sand and Gravel,Abandoned,9/3/1997,Surface
2602313,SYMONS CONE CRUSHER,Construction Sand and Gravel,Abandoned,8/28/2008,Surface
2602315,Crusher #1,Construction Sand and Gravel,Abandoned,9/5/2008,Surface
2602316,Crusher #2,Construction Sand and Gravel,Abandoned,3/3/2010,Surface
2602317,DONOVAN PIT,Construction Sand and Gravel,Abandoned,8/12/2025,Surface
2602318,Glacier-Schaffer Pit,Construction Sand and Gravel,Abandoned,7/15/2012,Surface
2602319,Red Rock Rock Llc,Construction Sand and Gravel,Abandoned,6/18/2003,Surface
2602320,"Tracy Pit, Nevada",Construction Sand and Gravel,Active,7/6/2022,Surface
2602322,Construx Aggregates,Construction Sand and Gravel,Abandoned,10/18/2011,Surface
2602324,JEAN SAND PIT,Construction Sand and Gravel,Abandoned,1/29/1999,Surface
2602326,Nevada Quality Rock,Construction Sand and Gravel,Intermittent,9/18/2024,Surface
2602327,RED RIDGE SAND & GRAVEL,Construction Sand and Gravel,Abandoned,8/24/1999,Surface
2602329,Apex Pit,Construction Sand and Gravel,Abandoned,9/5/2008,Surface
2602330,APEX 40,Construction Sand and Gravel,Active,7/22/2024,Surface
2602331,PARADIS HILLS PIT,Construction Sand and Gravel,Abandoned,5/17/1999,Surface
2602332,DEL WEBB PIT,Construction Sand and Gravel,Abandoned,4/12/1999,Surface
2602333,CACTUS SAND & GRAVEL,Construction Sand and Gravel,Abandoned,3/12/2003,Surface
2602335,ROCK VALLEY WASH,Construction Sand and Gravel,Abandoned,3/6/2001,Surface
2602336,TAB 2425,Construction Sand and Gravel,Abandoned,9/6/2000,Surface
2602337,PIPES PAVING PIT,Construction Sand and Gravel,Abandoned,4/9/1998,Surface
2602338,PECCOLE RANCH-PHASE 3,Construction Sand and Gravel,Abandoned,9/24/1998,Surface
2602341,Crusher #3,Construction Sand and Gravel,Abandoned,3/3/2010,Surface
2602342,Service Rock Products-Coyote Springs,Construction Sand and Gravel,Abandoned,4/19/2012,Surface
2602343,Elite Concrete Sand & Gravel,Construction Sand and Gravel,Abandoned,9/6/2001,Surface
2602344,PORTABLE SCREEN PLANT #30048,Construction Sand and Gravel,Abandoned,10/1/2002,Surface
2602345,Portable Crusher #1008,Construction Sand and Gravel,Abandoned,9/17/2007,Surface
2602346,Yerington Plant,Construction Sand and Gravel,Abandoned,10/18/2012,Surface
2602347,PABCO SAND/GRAVEL,Construction Sand and Gravel,Abandoned,4/4/2006,Surface
2602348,Crusher #1,Construction Sand and Gravel,Abandoned,8/15/2006,Surface
2602349,CEDAR RAPIDS PORTABLE,Construction Sand and Gravel,Abandoned,2/24/2003,Surface
